# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-03-07 17:42:48 EST       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01193050 CONNECTICUT RIVER AT MIDDLE HADDAM, CT
# -----------------------------------------------------------------------------------
#
# Data provided for site 01193050
#            TS   parameter     statistic     Description
#         64798       72137     00003     Discharge, tidally filtered, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	64798_72137_00003	64798_72137_00003_cd
USGS	01193050	2015-01-26	16000	A
USGS	01193050	2015-01-27	13100	A
USGS	01193050	2015-01-28	13800	A
USGS	01193050	2015-01-29	14100	A
USGS	01193050	2015-01-30	14900	A
USGS	01193050	2015-01-31	13800	A
USGS	01193050	2015-02-01	11800	A
USGS	01193050	2015-02-02	10200	A:e
USGS	01193050	2015-02-03	9810	A:e
USGS	01193050	2015-02-04	10800	A:e
USGS	01193050	2015-02-05	10600	A:e
USGS	01193050	2015-02-06	8900	A:e
USGS	01193050	2015-02-07	9980	A:e
USGS	01193050	2015-02-08	10800	A:e
USGS	01193050	2015-02-09	9620	A:e
USGS	01193050	2015-02-10	9000	A:e
USGS	01193050	2015-02-11	9950	A:e
USGS	01193050	2015-02-12	9670	A:e
USGS	01193050	2015-02-13	8360	A:e
USGS	01193050	2015-02-14	7740	A:e
USGS	01193050	2015-02-15	9820	A:e
USGS	01193050	2015-02-16	10000	A:e
USGS	01193050	2015-02-17	11000	A:e
USGS	01193050	2015-02-18	11900	A:e
USGS	01193050	2015-02-19	11400	A:e
USGS	01193050	2015-02-20	10300	A:e
USGS	01193050	2015-02-21	10600	A:e
USGS	01193050	2015-02-22	12100	A:e
USGS	01193050	2015-02-23	10600	A:e
USGS	01193050	2015-02-24	8490	A:e
USGS	01193050	2015-02-25	10300	A:e
USGS	01193050	2015-02-26	11700	A:e
USGS	01193050	2015-02-27	10500	A:e
USGS	01193050	2015-02-28	9060	A:e
USGS	01193050	2015-03-01	9740	A:e
USGS	01193050	2015-03-02	9060	A:e
USGS	01193050	2015-03-03	7660	A:e
USGS	01193050	2015-03-04	8830	A:e
USGS	01193050	2015-03-05	8730	A:e
USGS	01193050	2015-03-06	8780	A:e
USGS	01193050	2015-03-07	11000	A:e
USGS	01193050	2015-03-08	10500	A:e
USGS	01193050	2015-03-09	8460	A:e
USGS	01193050	2015-03-10	8010	A:e
USGS	01193050	2015-03-11	10900	A:e
USGS	01193050	2015-03-12	12400	A:e
USGS	01193050	2015-03-13	12300	A:e
USGS	01193050	2015-03-14	15200	A:e
USGS	01193050	2015-03-15	17000	A:e
USGS	01193050	2015-03-16	15000	A:e
USGS	01193050	2015-03-17	17200	A:e
USGS	01193050	2015-03-18	17600	A
USGS	01193050	2015-03-19	15500	A
USGS	01193050	2015-03-20	14300	A
USGS	01193050	2015-03-21	13600	A
USGS	01193050	2015-03-22	13300	A
USGS	01193050	2015-03-23	10700	A
USGS	01193050	2015-03-24	9780	A
USGS	01193050	2015-03-25	11400	A
USGS	01193050	2015-03-26	12200	A
USGS	01193050	2015-03-27	16700	A
USGS	01193050	2015-03-28	22300	A
USGS	01193050	2015-03-29	23900	A
USGS	01193050	2015-03-30	21000	A
USGS	01193050	2015-03-31	18600	A
USGS	01193050	2015-04-01	17500	A
USGS	01193050	2015-04-02	18400	A
USGS	01193050	2015-04-03	21000	A
USGS	01193050	2015-04-04	28000	A
USGS	01193050	2015-04-05	37300	A
USGS	01193050	2015-04-06	42400	A
USGS	01193050	2015-04-07	39400	A
USGS	01193050	2015-04-08	35500	A
USGS	01193050	2015-04-09	35100	A
USGS	01193050	2015-04-10	35500	A
USGS	01193050	2015-04-11	35800	A
USGS	01193050	2015-04-12	38400	A
USGS	01193050	2015-04-13	43600	A
USGS	01193050	2015-04-14	51000	A
USGS	01193050	2015-04-15	61700	A
USGS	01193050	2015-04-16	73700	A
USGS	01193050	2015-04-17	79100	A
USGS	01193050	2015-04-18	76000	A
USGS	01193050	2015-04-19	70300	A
USGS	01193050	2015-04-20	67000	A
USGS	01193050	2015-04-21	67900	A
USGS	01193050	2015-04-22	69400	A
USGS	01193050	2015-04-23	71500	A
USGS	01193050	2015-04-24	71100	A
USGS	01193050	2015-04-25	67400	A
USGS	01193050	2015-04-26	59600	A
USGS	01193050	2015-04-27	48800	A
USGS	01193050	2015-04-28	37200	A
USGS	01193050	2015-04-29	30600	A
USGS	01193050	2015-04-30	29700	A
USGS	01193050	2015-05-01	29800	A
USGS	01193050	2015-05-02	29500	A
USGS	01193050	2015-05-03	26400	A
USGS	01193050	2015-05-04	22000	A
USGS	01193050	2015-05-05	20100	A
USGS	01193050	2015-05-06	19100	A
USGS	01193050	2015-05-07	20000	A
USGS	01193050	2015-05-08	21800	A
USGS	01193050	2015-05-09	21300	A
USGS	01193050	2015-05-10	17000	A
USGS	01193050	2015-05-11	14500	A
USGS	01193050	2015-05-12	16300	A
USGS	01193050	2015-05-13	17300	A
USGS	01193050	2015-05-14	18000	A
USGS	01193050	2015-05-15	18500	A
USGS	01193050	2015-05-16	18500	A
USGS	01193050	2015-05-17	17400	A
USGS	01193050	2015-05-18	14800	A
USGS	01193050	2015-05-19	13900	A
USGS	01193050	2015-05-20	13500	A
USGS	01193050	2015-05-21	12100	A
USGS	01193050	2015-05-22	11000	A
USGS	01193050	2015-05-23	10300	A
USGS	01193050	2015-05-24	8590	A
USGS	01193050	2015-05-25	7750	A
USGS	01193050	2015-05-26	8180	A
USGS	01193050	2015-05-27	9100	A
USGS	01193050	2015-05-28	8870	A
USGS	01193050	2015-05-29	7720	A
USGS	01193050	2015-05-30	8350	A
USGS	01193050	2015-05-31	10700	A
USGS	01193050	2015-06-01	13800	A
USGS	01193050	2015-06-02	23500	A
USGS	01193050	2015-06-03	36800	A
USGS	01193050	2015-06-04	39200	A
USGS	01193050	2015-06-05	30300	A
USGS	01193050	2015-06-06	22000	A
USGS	01193050	2015-06-07	17100	A
USGS	01193050	2015-06-08	14700	A
USGS	01193050	2015-06-09	15100	A
USGS	01193050	2015-06-10	14800	A
USGS	01193050	2015-06-11	19000	A
USGS	01193050	2015-06-12	24900	A
USGS	01193050	2015-06-13	24600	A
USGS	01193050	2015-06-14	20200	A
USGS	01193050	2015-06-15	22100	A
USGS	01193050	2015-06-16	28400	A
USGS	01193050	2015-06-17	27200	A
USGS	01193050	2015-06-18	22400	A
USGS	01193050	2015-06-19	18700	A
USGS	01193050	2015-06-20	17000	A
USGS	01193050	2015-06-21	16300	A
USGS	01193050	2015-06-22	18800	A:e
USGS	01193050	2015-06-23	24300	A:e
USGS	01193050	2015-06-24	29600	A:e
USGS	01193050	2015-06-25	34700	A:e
USGS	01193050	2015-06-26	34200	A
USGS	01193050	2015-06-27	27200	A
USGS	01193050	2015-06-28	23900	A
USGS	01193050	2015-06-29	27100	A
USGS	01193050	2015-06-30	33500	A
USGS	01193050	2015-07-01	35000	A
USGS	01193050	2015-07-02	35100	A
USGS	01193050	2015-07-03	35400	A
USGS	01193050	2015-07-04	32000	A
USGS	01193050	2015-07-05	25900	A
USGS	01193050	2015-07-06	20700	A
USGS	01193050	2015-07-07	18100	A
USGS	01193050	2015-07-08	16900	A
USGS	01193050	2015-07-09	15100	A
USGS	01193050	2015-07-10	15500	A
USGS	01193050	2015-07-11	17000	A
USGS	01193050	2015-07-12	14900	A
USGS	01193050	2015-07-13	12700	A
USGS	01193050	2015-07-14	13500	A
USGS	01193050	2015-07-15	13300	A
USGS	01193050	2015-07-16	11000	A
USGS	01193050	2015-07-17	9140	A
USGS	01193050	2015-07-18	8810	A
USGS	01193050	2015-07-19	9180	A
USGS	01193050	2015-07-20	10700	A
USGS	01193050	2015-07-21	15100	A
USGS	01193050	2015-07-22	18300	A
USGS	01193050	2015-07-23	16200	A
USGS	01193050	2015-07-24	13000	A
USGS	01193050	2015-07-25	11300	A
USGS	01193050	2015-07-26	8310	A
USGS	01193050	2015-07-27	7300	A
USGS	01193050	2015-07-28	8050	A
USGS	01193050	2015-07-29	8840	A
USGS	01193050	2015-07-30	9010	A
USGS	01193050	2015-07-31	8400	A
USGS	01193050	2015-08-01	8550	A
USGS	01193050	2015-08-02	8430	A
USGS	01193050	2015-08-03	7630	A
USGS	01193050	2015-08-04	7600	A
USGS	01193050	2015-08-05	7680	A
USGS	01193050	2015-08-06	6220	A
USGS	01193050	2015-08-07	5280	A
USGS	01193050	2015-08-08	6280	A
USGS	01193050	2015-08-09	5520	A
USGS	01193050	2015-08-10	5080	A
USGS	01193050	2015-08-11	7020	A
USGS	01193050	2015-08-12	9870	A
USGS	01193050	2015-08-13	10800	A
USGS	01193050	2015-08-14	9740	A
USGS	01193050	2015-08-15	8270	A
USGS	01193050	2015-08-16	7640	A
USGS	01193050	2015-08-17	7050	A
USGS	01193050	2015-08-18	7530	A
USGS	01193050	2015-08-19	7650	A
USGS	01193050	2015-08-20	7460	A
USGS	01193050	2015-08-21	7290	A
USGS	01193050	2015-08-22	6300	A
USGS	01193050	2015-08-23	4500	A
USGS	01193050	2015-08-24	4360	A
USGS	01193050	2015-08-25	6360	A
USGS	01193050	2015-08-26	9530	A
USGS	01193050	2015-08-27	11500	A
USGS	01193050	2015-08-28	10100	A
USGS	01193050	2015-08-29	5100	A
USGS	01193050	2015-08-30	4170	A
USGS	01193050	2015-08-31	6660	A
USGS	01193050	2015-09-01	7340	A
USGS	01193050	2015-09-02	5630	A
USGS	01193050	2015-09-03	5060	A
USGS	01193050	2015-09-04	5860	A
USGS	01193050	2015-09-05	6690	A
USGS	01193050	2015-09-06	4950	A
USGS	01193050	2015-09-07	3610	A
USGS	01193050	2015-09-08	3940	A
USGS	01193050	2015-09-09	4460	A
USGS	01193050	2015-09-10	5580	A
USGS	01193050	2015-09-11	6320	A
USGS	01193050	2015-09-12	6150	A
USGS	01193050	2015-09-13	7190	A
USGS	01193050	2015-09-14	8560	A
USGS	01193050	2015-09-15	11700	A
USGS	01193050	2015-09-16	12100	A
USGS	01193050	2015-09-17	9840	A
USGS	01193050	2015-09-18	8350	A
USGS	01193050	2015-09-19	6680	A
USGS	01193050	2015-09-20	6990	A
USGS	01193050	2015-09-21	5860	A
USGS	01193050	2015-09-22	5440	A
USGS	01193050	2015-09-23	5250	A
USGS	01193050	2015-09-24	4350	A
USGS	01193050	2015-09-25	4700	A
USGS	01193050	2015-09-26	5630	A
USGS	01193050	2015-09-27	5240	A
USGS	01193050	2015-09-28	4710	A
USGS	01193050	2015-09-29	5170	A
USGS	01193050	2015-09-30	12400	A
USGS	01193050	2015-10-01	27100	A
USGS	01193050	2015-10-02	36900	A
USGS	01193050	2015-10-03	35600	A
USGS	01193050	2015-10-04	26300	A
USGS	01193050	2015-10-05	17000	A
USGS	01193050	2015-10-06	11900	A
USGS	01193050	2015-10-07	9000	A
USGS	01193050	2015-10-08	7550	A
USGS	01193050	2015-10-09	8040	A
USGS	01193050	2015-10-10	9220	A
USGS	01193050	2015-10-11	9200	A
USGS	01193050	2015-10-12	9660	A
USGS	01193050	2015-10-13	10700	A
USGS	01193050	2015-10-14	10100	A
USGS	01193050	2015-10-15	8330	A
USGS	01193050	2015-10-16	7840	A
USGS	01193050	2015-10-17	7620	A
USGS	01193050	2015-10-18	6580	A
USGS	01193050	2015-10-19	5770	A
USGS	01193050	2015-10-20	6430	A
USGS	01193050	2015-10-21	6730	A
USGS	01193050	2015-10-22	7210	A
USGS	01193050	2015-10-23	6920	A
USGS	01193050	2015-10-24	4960	A
USGS	01193050	2015-10-25	6380	A
USGS	01193050	2015-10-26	6320	A
USGS	01193050	2015-10-27	6110	A
USGS	01193050	2015-10-28	7550	A
USGS	01193050	2015-10-29	15500	A
USGS	01193050	2015-10-30	22400	A
USGS	01193050	2015-10-31	20800	A
USGS	01193050	2015-11-01	18200	A
USGS	01193050	2015-11-02	14500	A
USGS	01193050	2015-11-03	11400	A
USGS	01193050	2015-11-04	11300	A
USGS	01193050	2015-11-05	9840	A
USGS	01193050	2015-11-06	9440	A
USGS	01193050	2015-11-07	9830	A
USGS	01193050	2015-11-08	9040	A
USGS	01193050	2015-11-09	7840	A
USGS	01193050	2015-11-10	7190	A
USGS	01193050	2015-11-11	8430	A
USGS	01193050	2015-11-12	10900	A
USGS	01193050	2015-11-13	13000	A
USGS	01193050	2015-11-14	10200	A
USGS	01193050	2015-11-15	9760	A
USGS	01193050	2015-11-16	10900	A
USGS	01193050	2015-11-17	9320	A
USGS	01193050	2015-11-18	9210	A
USGS	01193050	2015-11-19	10300	A
USGS	01193050	2015-11-20	13800	A
USGS	01193050	2015-11-21	17300	A
USGS	01193050	2015-11-22	20200	A
USGS	01193050	2015-11-23	19100	A
USGS	01193050	2015-11-24	16800	A
USGS	01193050	2015-11-25	15200	A
USGS	01193050	2015-11-26	12700	A
USGS	01193050	2015-11-27	10200	A
USGS	01193050	2015-11-28	9390	A
USGS	01193050	2015-11-29	10700	A
USGS	01193050	2015-11-30	11000	A
USGS	01193050	2015-12-01	10600	A
USGS	01193050	2015-12-02	11200	A
USGS	01193050	2015-12-03	12600	A
USGS	01193050	2015-12-04	14400	A
USGS	01193050	2015-12-05	18200	A
USGS	01193050	2015-12-06	18600	A
USGS	01193050	2015-12-07	16600	A
USGS	01193050	2015-12-08	13700	A
USGS	01193050	2015-12-09	12900	A
USGS	01193050	2015-12-10	12300	A
USGS	01193050	2015-12-11	11400	A
USGS	01193050	2015-12-12	11500	A
USGS	01193050	2015-12-13	10200	A
USGS	01193050	2015-12-14	9080	A
USGS	01193050	2015-12-15	11500	A
USGS	01193050	2015-12-16	12300	A
USGS	01193050	2015-12-17	14700	A
USGS	01193050	2015-12-18	17200	A
USGS	01193050	2015-12-19	18400	A
USGS	01193050	2015-12-20	16800	A
USGS	01193050	2015-12-21	15800	A
USGS	01193050	2015-12-22	15900	A
USGS	01193050	2015-12-23	15500	A
USGS	01193050	2015-12-24	23700	A
USGS	01193050	2015-12-25	35100	A
USGS	01193050	2015-12-26	38600	A
USGS	01193050	2015-12-27	35400	A
USGS	01193050	2015-12-28	31300	A
USGS	01193050	2015-12-29	31200	A
USGS	01193050	2015-12-30	32300	A
USGS	01193050	2015-12-31	30200	A
USGS	01193050	2016-01-01	26100	A
USGS	01193050	2016-01-02	23500	A
USGS	01193050	2016-01-03	22100	A
USGS	01193050	2016-01-04	20300	A
USGS	01193050	2016-01-05	19300	A
USGS	01193050	2016-01-06	18400	A
USGS	01193050	2016-01-07	13600	A
USGS	01193050	2016-01-08	10700	A
USGS	01193050	2016-01-09	11500	A
USGS	01193050	2016-01-10	15800	A
USGS	01193050	2016-01-11	27800	A
USGS	01193050	2016-01-12	37800	A
USGS	01193050	2016-01-13	40000	A
USGS	01193050	2016-01-14	32200	A
USGS	01193050	2016-01-15	25800	A
USGS	01193050	2016-01-16	22900	A
USGS	01193050	2016-01-17	21800	A
USGS	01193050	2016-01-18	21800	A
USGS	01193050	2016-01-19	18400	A
USGS	01193050	2016-01-20	12300	A
USGS	01193050	2016-01-21	10100	A
USGS	01193050	2016-01-22	8320	A
USGS	01193050	2016-01-23	7540	A
USGS	01193050	2016-01-24	8670	A
USGS	01193050	2016-01-25	9580	A
USGS	01193050	2016-01-26	9770	A
USGS	01193050	2016-01-27	9650	A
USGS	01193050	2016-01-28	9270	A
USGS	01193050	2016-01-29	11500	A
USGS	01193050	2016-01-30	11400	A
USGS	01193050	2016-01-31	11100	A
USGS	01193050	2016-02-01	11200	A
USGS	01193050	2016-02-02	12000	A
USGS	01193050	2016-02-03	14900	A
USGS	01193050	2016-02-04	21000	A
USGS	01193050	2016-02-05	30400	A
USGS	01193050	2016-02-06	35300	A
USGS	01193050	2016-02-07	30000	A
USGS	01193050	2016-02-08	22900	A
USGS	01193050	2016-02-09	21700	A
USGS	01193050	2016-02-10	22400	A
USGS	01193050	2016-02-11	20200	A
USGS	01193050	2016-02-12	12900	A
USGS	01193050	2016-02-13	10700	A
USGS	01193050	2016-02-14	8710	A
USGS	01193050	2016-02-15	8830	A
USGS	01193050	2016-02-16	12600	A
USGS	01193050	2016-02-17	17900	A
USGS	01193050	2016-02-18	22700	A
USGS	01193050	2016-02-19	27500	A
USGS	01193050	2016-02-20	30200	A
USGS	01193050	2016-02-21	26400	A
USGS	01193050	2016-02-22	23700	A
USGS	01193050	2016-02-23	22900	A
USGS	01193050	2016-02-24	27300	A
USGS	01193050	2016-02-25	45600	A
USGS	01193050	2016-02-26	72300	A
USGS	01193050	2016-02-27	85300	A
USGS	01193050	2016-02-28	81600	A
USGS	01193050	2016-02-29	67700	A
USGS	01193050	2016-03-01	52900	A
USGS	01193050	2016-03-02	43400	A
USGS	01193050	2016-03-03	41100	A
USGS	01193050	2016-03-04	39000	A
USGS	01193050	2016-03-05	33700	A
USGS	01193050	2016-03-06	28600	A
USGS	01193050	2016-03-07	26500	A
USGS	01193050	2016-03-08	24800	A
USGS	01193050	2016-03-09	22700	A
USGS	01193050	2016-03-10	23300	A
USGS	01193050	2016-03-11	28500	A
USGS	01193050	2016-03-12	38200	A
USGS	01193050	2016-03-13	43400	A
USGS	01193050	2016-03-14	37700	A
USGS	01193050	2016-03-15	34900	A
USGS	01193050	2016-03-16	36400	A
USGS	01193050	2016-03-17	38000	A
USGS	01193050	2016-03-18	40100	A
USGS	01193050	2016-03-19	42400	A
USGS	01193050	2016-03-20	39600	A
USGS	01193050	2016-03-21	35100	A
USGS	01193050	2016-03-22	30600	A
USGS	01193050	2016-03-23	26300	A
USGS	01193050	2016-03-24	25100	A
USGS	01193050	2016-03-25	25200	A
USGS	01193050	2016-03-26	25000	A
USGS	01193050	2016-03-27	24600	A
USGS	01193050	2016-03-28	23900	A
USGS	01193050	2016-03-29	25500	A
USGS	01193050	2016-03-30	28700	A
USGS	01193050	2016-03-31	29600	A
USGS	01193050	2016-04-01	26700	A
USGS	01193050	2016-04-02	26900	A
USGS	01193050	2016-04-03	32500	A
USGS	01193050	2016-04-04	34300	A
USGS	01193050	2016-04-05	34600	A
USGS	01193050	2016-04-06	29900	A
USGS	01193050	2016-04-07	25200	A
USGS	01193050	2016-04-08	28300	A
USGS	01193050	2016-04-09	34400	A
USGS	01193050	2016-04-10	34800	A
USGS	01193050	2016-04-11	31000	A
USGS	01193050	2016-04-12	28800	A
USGS	01193050	2016-04-13	29500	A
USGS	01193050	2016-04-14	31900	A
USGS	01193050	2016-04-15	32500	A
USGS	01193050	2016-04-16	30700	A
USGS	01193050	2016-04-17	27300	A
USGS	01193050	2016-04-18	23500	A
USGS	01193050	2016-04-19	21900	A
USGS	01193050	2016-04-20	20500	A
USGS	01193050	2016-04-21	19500	A
USGS	01193050	2016-04-22	21300	A
USGS	01193050	2016-04-23	23200	A
USGS	01193050	2016-04-24	21500	A
USGS	01193050	2016-04-25	17600	A
USGS	01193050	2016-04-26	15700	A
USGS	01193050	2016-04-27	18000	A
USGS	01193050	2016-04-28	17700	A
USGS	01193050	2016-04-29	15800	A
USGS	01193050	2016-04-30	14000	A
USGS	01193050	2016-05-01	13300	A
USGS	01193050	2016-05-02	13400	A
USGS	01193050	2016-05-03	16000	A
USGS	01193050	2016-05-04	20600	A
USGS	01193050	2016-05-05	22200	A
USGS	01193050	2016-05-06	21100	A
USGS	01193050	2016-05-07	20800	A
USGS	01193050	2016-05-08	20600	A
USGS	01193050	2016-05-09	20200	A
USGS	01193050	2016-05-10	19100	A
USGS	01193050	2016-05-11	17700	A
USGS	01193050	2016-05-12	18100	A
USGS	01193050	2016-05-13	16600	A
USGS	01193050	2016-05-14	14700	A
USGS	01193050	2016-05-15	15400	A
USGS	01193050	2016-05-16	16700	A
USGS	01193050	2016-05-17	18500	A
USGS	01193050	2016-05-18	20800	A
USGS	01193050	2016-05-19	20300	A
USGS	01193050	2016-05-20	18800	A
USGS	01193050	2016-05-21	16700	A
USGS	01193050	2016-05-22	14300	A
USGS	01193050	2016-05-23	13900	A
USGS	01193050	2016-05-24	14400	A
USGS	01193050	2016-05-25	12500	A
USGS	01193050	2016-05-26	10600	A
USGS	01193050	2016-05-27	11300	A
USGS	01193050	2016-05-28	11500	A
USGS	01193050	2016-05-29	9720	A
USGS	01193050	2016-05-30	9340	A
USGS	01193050	2016-05-31	9640	A
USGS	01193050	2016-06-01	9900	A
USGS	01193050	2016-06-02	10200	A
USGS	01193050	2016-06-03	8140	A
USGS	01193050	2016-06-04	5850	A
USGS	01193050	2016-06-05	5700	A
USGS	01193050	2016-06-06	9270	A
USGS	01193050	2016-06-07	16400	A
USGS	01193050	2016-06-08	20700	A
USGS	01193050	2016-06-09	15800	A
USGS	01193050	2016-06-10	9950	A
USGS	01193050	2016-06-11	8410	A
USGS	01193050	2016-06-12	10600	A
USGS	01193050	2016-06-13	8930	A
USGS	01193050	2016-06-14	7200	A
USGS	01193050	2016-06-15	7360	A
USGS	01193050	2016-06-16	9200	A
USGS	01193050	2016-06-17	9220	A
USGS	01193050	2016-06-18	8380	A
USGS	01193050	2016-06-19	6550	A
USGS	01193050	2016-06-20	4960	A
USGS	01193050	2016-06-21	5010	A
USGS	01193050	2016-06-22	5690	A
USGS	01193050	2016-06-23	5250	A
USGS	01193050	2016-06-24	5410	A
USGS	01193050	2016-06-25	5660	A
USGS	01193050	2016-06-26	5130	A
USGS	01193050	2016-06-27	4580	A
USGS	01193050	2016-06-28	4420	A
USGS	01193050	2016-06-29	4900	A
USGS	01193050	2016-06-30	7180	A
USGS	01193050	2016-07-01	8350	A
USGS	01193050	2016-07-02	8140	A
USGS	01193050	2016-07-03	7060	A
USGS	01193050	2016-07-04	6250	A
USGS	01193050	2016-07-05	6040	A
USGS	01193050	2016-07-06	6870	A
USGS	01193050	2016-07-07	6240	A
USGS	01193050	2016-07-08	5220	A
USGS	01193050	2016-07-09	4510	A
USGS	01193050	2016-07-10	6270	A
USGS	01193050	2016-07-11	7540	A
USGS	01193050	2016-07-12	7430	A
USGS	01193050	2016-07-13	6340	A
USGS	01193050	2016-07-14	6030	A
USGS	01193050	2016-07-15	6260	A
USGS	01193050	2016-07-16	7740	A
USGS	01193050	2016-07-17	8290	A
USGS	01193050	2016-07-18	7080	A
USGS	01193050	2016-07-19	5890	A
USGS	01193050	2016-07-20	4930	A
USGS	01193050	2016-07-21	4330	A
USGS	01193050	2016-07-22	4790	A
USGS	01193050	2016-07-23	6080	A
USGS	01193050	2016-07-24	5190	A
USGS	01193050	2016-07-25	4170	A
USGS	01193050	2016-07-26	6110	A
USGS	01193050	2016-07-27	6640	A
USGS	01193050	2016-07-28	5240	A
USGS	01193050	2016-07-29	4950	A
USGS	01193050	2016-07-30	5140	A
USGS	01193050	2016-07-31	4570	A
USGS	01193050	2016-08-01	4700	A
USGS	01193050	2016-08-02	5590	A
USGS	01193050	2016-08-03	6940	A
USGS	01193050	2016-08-04	5820	A
USGS	01193050	2016-08-05	4580	A
USGS	01193050	2016-08-06	4110	A
USGS	01193050	2016-08-07	4640	A
USGS	01193050	2016-08-08	4550	A
USGS	01193050	2016-08-09	3140	A
USGS	01193050	2016-08-10	3110	A
USGS	01193050	2016-08-11	4620	A
USGS	01193050	2016-08-12	5930	A
USGS	01193050	2016-08-13	5840	A
USGS	01193050	2016-08-14	6290	A
USGS	01193050	2016-08-15	7700	A
USGS	01193050	2016-08-16	8450	A
USGS	01193050	2016-08-17	6780	A
USGS	01193050	2016-08-18	5030	A
USGS	01193050	2016-08-19	5090	A
USGS	01193050	2016-08-20	4010	A
USGS	01193050	2016-08-21	4760	A
USGS	01193050	2016-08-22	6910	A
USGS	01193050	2016-08-23	7630	A
USGS	01193050	2016-08-24	7630	A
USGS	01193050	2016-08-25	7400	A
USGS	01193050	2016-08-26	7470	A
USGS	01193050	2016-08-27	7580	A
USGS	01193050	2016-08-28	6040	A
USGS	01193050	2016-08-29	4500	A
USGS	01193050	2016-08-30	5200	A
USGS	01193050	2016-08-31	5700	A
USGS	01193050	2016-09-01	4910	A
USGS	01193050	2016-09-02	4290	A
USGS	01193050	2016-09-03	3650	A
USGS	01193050	2016-09-04	3260	A
USGS	01193050	2016-09-05	4030	A
USGS	01193050	2016-09-06	4980	A
USGS	01193050	2016-09-07	5240	A
USGS	01193050	2016-09-08	4470	A
USGS	01193050	2016-09-09	4180	A
USGS	01193050	2016-09-10	4510	A
USGS	01193050	2016-09-11	5230	A
USGS	01193050	2016-09-12	4180	A
USGS	01193050	2016-09-13	3260	A
USGS	01193050	2016-09-14	3230	A
USGS	01193050	2016-09-15	2590	A
USGS	01193050	2016-09-16	2590	A
USGS	01193050	2016-09-17	3440	A
USGS	01193050	2016-09-18	3550	A
USGS	01193050	2016-09-19	4160	A
USGS	01193050	2016-09-20	5500	A
USGS	01193050	2016-09-21	5070	A
USGS	01193050	2016-09-22	3650	A
USGS	01193050	2016-09-23	4040	A
USGS	01193050	2016-09-24	4550	A
USGS	01193050	2016-09-25	3490	A
USGS	01193050	2016-09-26	2550	A
USGS	01193050	2016-09-27	4080	A
USGS	01193050	2016-09-28	4930	A
