# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-03-04 09:12:21 EST       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 07374000 Mississippi River at Baton Rouge, LA
# -----------------------------------------------------------------------------------
#
# Data provided for site 07374000
#            TS   parameter     statistic     Description
#         61176       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	61176_00060_00003	61176_00060_00003_cd
USGS	07374000	2015-03-12	630000	A
USGS	07374000	2015-03-13	657000	A
USGS	07374000	2015-03-14	686000	A
USGS	07374000	2015-03-15	714000	A
USGS	07374000	2015-03-16	739000	A
USGS	07374000	2015-03-17	764000	A
USGS	07374000	2015-03-18	786000	A
USGS	07374000	2015-03-19	807000	A
USGS	07374000	2015-03-20	830000	A
USGS	07374000	2015-03-21	852000	A
USGS	07374000	2015-03-22	875000	A
USGS	07374000	2015-03-23	896000	A
USGS	07374000	2015-03-24	918000	A
USGS	07374000	2015-03-25	936000	A
USGS	07374000	2015-03-26	951000	A
USGS	07374000	2015-03-27	966000	A
USGS	07374000	2015-03-28	978000	A
USGS	07374000	2015-03-29	987000	A
USGS	07374000	2015-03-30	997000	A
USGS	07374000	2015-03-31	1010000	A
USGS	07374000	2015-04-01	1010000	A
USGS	07374000	2015-04-02	1020000	A
USGS	07374000	2015-04-03	1020000	A
USGS	07374000	2015-04-04	1020000	A
USGS	07374000	2015-04-05	1010000	A
USGS	07374000	2015-04-06	1000000	A
USGS	07374000	2015-04-07	988000	A
USGS	07374000	2015-04-08	965000	A
USGS	07374000	2015-04-09	939000	A
USGS	07374000	2015-04-10	915000	A
USGS	07374000	2015-04-11	891000	A
USGS	07374000	2015-04-12	868000	A
USGS	07374000	2015-04-13	852000	A
USGS	07374000	2015-04-14	843000	A
USGS	07374000	2015-04-15	835000	A
USGS	07374000	2015-04-16	829000	A
USGS	07374000	2015-04-17	836000	A
USGS	07374000	2015-04-18	843000	A
USGS	07374000	2015-04-19	850000	A
USGS	07374000	2015-04-20	862000	A
USGS	07374000	2015-04-21	877000	A
USGS	07374000	2015-04-22	891000	A
USGS	07374000	2015-04-23	904000	A
USGS	07374000	2015-04-24	915000	A
USGS	07374000	2015-04-25	925000	A
USGS	07374000	2015-04-26	934000	A
USGS	07374000	2015-04-27	945000	A
USGS	07374000	2015-04-28	958000	A
USGS	07374000	2015-04-29	961000	A
USGS	07374000	2015-04-30	967000	A
USGS	07374000	2015-05-01	974000	A
USGS	07374000	2015-05-02	978000	A
USGS	07374000	2015-05-03	979000	A
USGS	07374000	2015-05-04	979000	A
USGS	07374000	2015-05-05	977000	A
USGS	07374000	2015-05-06	968000	A
USGS	07374000	2015-05-07	952000	A
USGS	07374000	2015-05-08	931000	A
USGS	07374000	2015-05-09	902000	A
USGS	07374000	2015-05-10	866000	A
USGS	07374000	2015-05-11	827000	A
USGS	07374000	2015-05-12	786000	A
USGS	07374000	2015-05-13	742000	A
USGS	07374000	2015-05-14	708000	A
USGS	07374000	2015-05-15	686000	A
USGS	07374000	2015-05-16	675000	A
USGS	07374000	2015-05-17	669000	A
USGS	07374000	2015-05-18	668000	A
USGS	07374000	2015-05-19	672000	A
USGS	07374000	2015-05-20	680000	A
USGS	07374000	2015-05-21	686000	A
USGS	07374000	2015-05-22	691000	A
USGS	07374000	2015-05-23	694000	A
USGS	07374000	2015-05-24	696000	A
USGS	07374000	2015-05-25	701000	A
USGS	07374000	2015-05-26	715000	A
USGS	07374000	2015-05-27	726000	A
USGS	07374000	2015-05-28	733000	A
USGS	07374000	2015-05-29	740000	A
USGS	07374000	2015-05-30	749000	A
USGS	07374000	2015-05-31	758000	A
USGS	07374000	2015-06-01	764000	A
USGS	07374000	2015-06-02	769000	A
USGS	07374000	2015-06-03	775000	A
USGS	07374000	2015-06-04	784000	A
USGS	07374000	2015-06-05	793000	A
USGS	07374000	2015-06-06	801000	A
USGS	07374000	2015-06-07	809000	A
USGS	07374000	2015-06-08	819000	A
USGS	07374000	2015-06-09	828000	A
USGS	07374000	2015-06-10	832000	A
USGS	07374000	2015-06-11	832000	A
USGS	07374000	2015-06-12	830000	A
USGS	07374000	2015-06-13	822000	A
USGS	07374000	2015-06-14	814000	A
USGS	07374000	2015-06-15	808000	A
USGS	07374000	2015-06-16	804000	A
USGS	07374000	2015-06-17	797000	A
USGS	07374000	2015-06-18	792000	A
USGS	07374000	2015-06-19	789000	A
USGS	07374000	2015-06-20	786000	A
USGS	07374000	2015-06-21	783000	A
USGS	07374000	2015-06-22	779000	A
USGS	07374000	2015-06-23	777000	A
USGS	07374000	2015-06-24	776000	A
USGS	07374000	2015-06-25	779000	A
USGS	07374000	2015-06-26	785000	A
USGS	07374000	2015-06-27	794000	A
USGS	07374000	2015-06-28	807000	A
USGS	07374000	2015-06-29	817000	A
USGS	07374000	2015-06-30	830000	A
USGS	07374000	2015-07-01	843000	A
USGS	07374000	2015-07-02	855000	A
USGS	07374000	2015-07-03	868000	A
USGS	07374000	2015-07-04	883000	A
USGS	07374000	2015-07-05	901000	A
USGS	07374000	2015-07-06	917000	A
USGS	07374000	2015-07-07	931000	A
USGS	07374000	2015-07-08	944000	A
USGS	07374000	2015-07-09	955000	A
USGS	07374000	2015-07-10	965000	A
USGS	07374000	2015-07-11	972000	A
USGS	07374000	2015-07-12	981000	A
USGS	07374000	2015-07-13	989000	A
USGS	07374000	2015-07-14	999000	A
USGS	07374000	2015-07-15	1010000	A
USGS	07374000	2015-07-16	1020000	A
USGS	07374000	2015-07-17	1020000	A
USGS	07374000	2015-07-18	1030000	A
USGS	07374000	2015-07-19	1040000	A
USGS	07374000	2015-07-20	1050000	A
USGS	07374000	2015-07-21	1050000	A
USGS	07374000	2015-07-22	1060000	A
USGS	07374000	2015-07-23	1060000	A
USGS	07374000	2015-07-24	1060000	A
USGS	07374000	2015-07-25	1060000	A
USGS	07374000	2015-07-26	1060000	A
USGS	07374000	2015-07-27	1060000	A
USGS	07374000	2015-07-28	1060000	A
USGS	07374000	2015-07-29	1060000	A
USGS	07374000	2015-07-30	1060000	A
USGS	07374000	2015-07-31	1050000	A:e
USGS	07374000	2015-08-01	1050000	A:e
USGS	07374000	2015-08-02	1040000	A:e
USGS	07374000	2015-08-03	1030000	A:e
USGS	07374000	2015-08-04	1020000	A:e
USGS	07374000	2015-08-05	1000000	A:e
USGS	07374000	2015-08-06	985000	A
USGS	07374000	2015-08-07	964000	A
USGS	07374000	2015-08-08	939000	A
USGS	07374000	2015-08-09	912000	A
USGS	07374000	2015-08-10	881000	A
USGS	07374000	2015-08-11	852000	A
USGS	07374000	2015-08-12	827000	A
USGS	07374000	2015-08-13	797000	A
USGS	07374000	2015-08-14	761000	A
USGS	07374000	2015-08-15	721000	A
USGS	07374000	2015-08-16	686000	A
USGS	07374000	2015-08-17	653000	A
USGS	07374000	2015-08-18	620000	A
USGS	07374000	2015-08-19	589000	A
USGS	07374000	2015-08-20	558000	A
USGS	07374000	2015-08-21	528000	A
USGS	07374000	2015-08-22	503000	A
USGS	07374000	2015-08-23	482000	A
USGS	07374000	2015-08-24	460000	A
USGS	07374000	2015-08-25	444000	A
USGS	07374000	2015-08-26	428000	A
USGS	07374000	2015-08-27	411000	A
USGS	07374000	2015-08-28	395000	A
USGS	07374000	2015-08-29	381000	A
USGS	07374000	2015-08-30	368000	A
USGS	07374000	2015-08-31	360000	A
USGS	07374000	2015-09-01	354000	A
USGS	07374000	2015-09-02	350000	A
USGS	07374000	2015-09-03	347000	A
USGS	07374000	2015-09-04	341000	A
USGS	07374000	2015-09-05	331000	A
USGS	07374000	2015-09-06	319000	A
USGS	07374000	2015-09-07	308000	A
USGS	07374000	2015-09-08	298000	A
USGS	07374000	2015-09-09	287000	A
USGS	07374000	2015-09-10	275000	A
USGS	07374000	2015-09-11	271000	A
USGS	07374000	2015-09-12	271000	A
USGS	07374000	2015-09-13	274000	A
USGS	07374000	2015-09-14	277000	A
USGS	07374000	2015-09-15	272000	A
USGS	07374000	2015-09-16	267000	A
USGS	07374000	2015-09-17	268000	A
USGS	07374000	2015-09-18	265000	A
USGS	07374000	2015-09-19	265000	A
USGS	07374000	2015-09-20	267000	A
USGS	07374000	2015-09-21	270000	A
USGS	07374000	2015-09-22	275000	A
USGS	07374000	2015-09-23	277000	A
USGS	07374000	2015-09-24	280000	A
USGS	07374000	2015-09-25	280000	A
USGS	07374000	2015-09-26	276000	A
USGS	07374000	2015-09-27	273000	A
USGS	07374000	2015-09-28	271000	A
USGS	07374000	2015-09-29	267000	A
USGS	07374000	2015-09-30	260000	A
USGS	07374000	2015-10-01	256000	A
USGS	07374000	2015-10-02	252000	A
USGS	07374000	2015-10-03	248000	A
USGS	07374000	2015-10-04	241000	A
USGS	07374000	2015-10-05	237000	A
USGS	07374000	2015-10-06	233000	A
USGS	07374000	2015-10-07	232000	A
USGS	07374000	2015-10-08	236000	A
USGS	07374000	2015-10-09	250000	A
USGS	07374000	2015-10-10	266000	A
USGS	07374000	2015-10-11	279000	A
USGS	07374000	2015-10-12	284000	A
USGS	07374000	2015-10-13	283000	A
USGS	07374000	2015-10-14	278000	A
USGS	07374000	2015-10-15	270000	A
USGS	07374000	2015-10-16	260000	A
USGS	07374000	2015-10-17	252000	A
USGS	07374000	2015-10-18	250000	A
USGS	07374000	2015-10-19	243000	A
USGS	07374000	2015-10-20	241000	A
USGS	07374000	2015-10-21	233000	A
USGS	07374000	2015-10-22	228000	A
USGS	07374000	2015-10-23	227000	A
USGS	07374000	2015-10-24	228000	A
USGS	07374000	2015-10-25	241000	A
USGS	07374000	2015-10-26	286000	A
USGS	07374000	2015-10-27	294000	A
USGS	07374000	2015-10-28	288000	A
USGS	07374000	2015-10-29	277000	A
USGS	07374000	2015-10-30	265000	A
USGS	07374000	2015-10-31	264000	A
USGS	07374000	2015-11-01	275000	A
USGS	07374000	2015-11-02	276000	A
USGS	07374000	2015-11-03	277000	A
USGS	07374000	2015-11-04	285000	A
USGS	07374000	2015-11-05	294000	A
USGS	07374000	2015-11-06	299000	A
USGS	07374000	2015-11-07	303000	A
USGS	07374000	2015-11-08	316000	A
USGS	07374000	2015-11-09	336000	A
USGS	07374000	2015-11-10	350000	A
USGS	07374000	2015-11-11	354000	A
USGS	07374000	2015-11-12	349000	A
USGS	07374000	2015-11-13	343000	A
USGS	07374000	2015-11-14	339000	A
USGS	07374000	2015-11-15	336000	A
USGS	07374000	2015-11-16	333000	A
USGS	07374000	2015-11-17	333000	A
USGS	07374000	2015-11-18	352000	A
USGS	07374000	2015-11-19	363000	A
USGS	07374000	2015-11-20	378000	A
USGS	07374000	2015-11-21	397000	A
USGS	07374000	2015-11-22	423000	A
USGS	07374000	2015-11-23	440000	A
USGS	07374000	2015-11-24	453000	A
USGS	07374000	2015-11-25	472000	A
USGS	07374000	2015-11-26	492000	A
USGS	07374000	2015-11-27	514000	A
USGS	07374000	2015-11-28	534000	A
USGS	07374000	2015-11-29	542000	A
USGS	07374000	2015-11-30	547000	A
USGS	07374000	2015-12-01	554000	A
USGS	07374000	2015-12-02	569000	A
USGS	07374000	2015-12-03	592000	A
USGS	07374000	2015-12-04	617000	A
USGS	07374000	2015-12-05	637000	A
USGS	07374000	2015-12-06	658000	A
USGS	07374000	2015-12-07	679000	A
USGS	07374000	2015-12-08	700000	A
USGS	07374000	2015-12-09	720000	A
USGS	07374000	2015-12-10	742000	A
USGS	07374000	2015-12-11	759000	A
USGS	07374000	2015-12-12	777000	A
USGS	07374000	2015-12-13	795000	A
USGS	07374000	2015-12-14	812000	A
USGS	07374000	2015-12-15	818000	A
USGS	07374000	2015-12-16	819000	A
USGS	07374000	2015-12-17	816000	A
USGS	07374000	2015-12-18	809000	A
USGS	07374000	2015-12-19	803000	A
USGS	07374000	2015-12-20	797000	A
USGS	07374000	2015-12-21	789000	A
USGS	07374000	2015-12-22	784000	A
USGS	07374000	2015-12-23	782000	A
USGS	07374000	2015-12-24	776000	A
USGS	07374000	2015-12-25	772000	A
USGS	07374000	2015-12-26	774000	A
USGS	07374000	2015-12-27	784000	A
USGS	07374000	2015-12-28	796000	A
USGS	07374000	2015-12-29	806000	A
USGS	07374000	2015-12-30	821000	A
USGS	07374000	2015-12-31	837000	A
USGS	07374000	2016-01-01	861000	A
USGS	07374000	2016-01-02	887000	A
USGS	07374000	2016-01-03	918000	A
USGS	07374000	2016-01-04	953000	A
USGS	07374000	2016-01-05	991000	A
USGS	07374000	2016-01-06	1030000	A
USGS	07374000	2016-01-07	1070000	A
USGS	07374000	2016-01-08	1110000	A
USGS	07374000	2016-01-09	1150000	A
USGS	07374000	2016-01-10	1190000	A
USGS	07374000	2016-01-11	1220000	A
USGS	07374000	2016-01-12	1250000	A
USGS	07374000	2016-01-13	1270000	A
USGS	07374000	2016-01-14	1290000	A
USGS	07374000	2016-01-15	1310000	A
USGS	07374000	2016-01-16	1330000	A
USGS	07374000	2016-01-17	1330000	A
USGS	07374000	2016-01-18	1330000	A
USGS	07374000	2016-01-19	1330000	A
USGS	07374000	2016-01-20	1330000	A
USGS	07374000	2016-01-21	1330000	A
USGS	07374000	2016-01-22	1330000	A
USGS	07374000	2016-01-23	1320000	A
USGS	07374000	2016-01-24	1310000	A
USGS	07374000	2016-01-25	1290000	A
USGS	07374000	2016-01-26	1270000	A
USGS	07374000	2016-01-27	1240000	A
USGS	07374000	2016-01-28	1210000	A
USGS	07374000	2016-01-29	1170000	A
USGS	07374000	2016-01-30	1120000	A
USGS	07374000	2016-01-31	1070000	A
USGS	07374000	2016-02-01	1030000	A
USGS	07374000	2016-02-02	995000	A
USGS	07374000	2016-02-03	974000	A
USGS	07374000	2016-02-04	943000	A
USGS	07374000	2016-02-05	907000	A
USGS	07374000	2016-02-06	868000	A
USGS	07374000	2016-02-07	832000	A
USGS	07374000	2016-02-08	802000	A
USGS	07374000	2016-02-09	775000	A
USGS	07374000	2016-02-10	755000	A
USGS	07374000	2016-02-11	746000	A
USGS	07374000	2016-02-12	745000	A
USGS	07374000	2016-02-13	748000	A
USGS	07374000	2016-02-14	750000	A
USGS	07374000	2016-02-15	762000	A
USGS	07374000	2016-02-16	778000	A
USGS	07374000	2016-02-17	786000	A
USGS	07374000	2016-02-18	787000	A
USGS	07374000	2016-02-19	786000	A
USGS	07374000	2016-02-20	777000	A
USGS	07374000	2016-02-21	759000	A
USGS	07374000	2016-02-22	732000	A
USGS	07374000	2016-02-23	709000	A
USGS	07374000	2016-02-24	691000	A
USGS	07374000	2016-02-25	673000	A
USGS	07374000	2016-02-26	668000	A
USGS	07374000	2016-02-27	669000	A
USGS	07374000	2016-02-28	676000	A
USGS	07374000	2016-02-29	689000	A
USGS	07374000	2016-03-01	702000	A
USGS	07374000	2016-03-02	716000	A
USGS	07374000	2016-03-03	724000	A
USGS	07374000	2016-03-04	737000	A
USGS	07374000	2016-03-05	749000	A
USGS	07374000	2016-03-06	763000	A
USGS	07374000	2016-03-07	776000	A
USGS	07374000	2016-03-08	788000	A
USGS	07374000	2016-03-09	802000	A
USGS	07374000	2016-03-10	824000	A
USGS	07374000	2016-03-11	868000	A
USGS	07374000	2016-03-12	907000	A
USGS	07374000	2016-03-13	944000	A
USGS	07374000	2016-03-14	972000	A
USGS	07374000	2016-03-15	995000	A
USGS	07374000	2016-03-16	1020000	A
USGS	07374000	2016-03-17	1040000	A
USGS	07374000	2016-03-18	1060000	A
USGS	07374000	2016-03-19	1090000	A
USGS	07374000	2016-03-20	1100000	A
USGS	07374000	2016-03-21	1110000	A
USGS	07374000	2016-03-22	1110000	A
USGS	07374000	2016-03-23	1100000	A
USGS	07374000	2016-03-24	1090000	A
USGS	07374000	2016-03-25	1090000	A
USGS	07374000	2016-03-26	1090000	A
USGS	07374000	2016-03-27	1080000	A
USGS	07374000	2016-03-28	1070000	A
USGS	07374000	2016-03-29	1060000	A
USGS	07374000	2016-03-30	1040000	A
USGS	07374000	2016-03-31	1030000	A
USGS	07374000	2016-04-01	1010000	A
USGS	07374000	2016-04-02	990000	A
USGS	07374000	2016-04-03	958000	A
USGS	07374000	2016-04-04	929000	A
USGS	07374000	2016-04-05	901000	A
USGS	07374000	2016-04-06	878000	A
USGS	07374000	2016-04-07	861000	A
USGS	07374000	2016-04-08	849000	A
USGS	07374000	2016-04-09	839000	A
USGS	07374000	2016-04-10	832000	A
USGS	07374000	2016-04-11	828000	A
USGS	07374000	2016-04-12	824000	A
USGS	07374000	2016-04-13	821000	A
USGS	07374000	2016-04-14	813000	A
USGS	07374000	2016-04-15	808000	A
USGS	07374000	2016-04-16	798000	A
USGS	07374000	2016-04-17	787000	A
USGS	07374000	2016-04-18	775000	A
USGS	07374000	2016-04-19	756000	A
USGS	07374000	2016-04-20	744000	A
USGS	07374000	2016-04-21	745000	A
USGS	07374000	2016-04-22	747000	A
USGS	07374000	2016-04-23	745000	A
USGS	07374000	2016-04-24	747000	A
USGS	07374000	2016-04-25	747000	A
USGS	07374000	2016-04-26	746000	A
USGS	07374000	2016-04-27	743000	A
USGS	07374000	2016-04-28	736000	A
USGS	07374000	2016-04-29	725000	A
USGS	07374000	2016-04-30	707000	A
USGS	07374000	2016-05-01	695000	A
USGS	07374000	2016-05-02	681000	A
USGS	07374000	2016-05-03	670000	A
USGS	07374000	2016-05-04	668000	A
USGS	07374000	2016-05-05	670000	A
USGS	07374000	2016-05-06	682000	A
USGS	07374000	2016-05-07	697000	A
USGS	07374000	2016-05-08	715000	A
USGS	07374000	2016-05-09	738000	A
USGS	07374000	2016-05-10	762000	A
USGS	07374000	2016-05-11	777000	A
USGS	07374000	2016-05-12	788000	A
USGS	07374000	2016-05-13	800000	A
USGS	07374000	2016-05-14	801000	A
USGS	07374000	2016-05-15	810000	A
USGS	07374000	2016-05-16	811000	A
USGS	07374000	2016-05-17	820000	A
USGS	07374000	2016-05-18	819000	A
USGS	07374000	2016-05-19	817000	A
USGS	07374000	2016-05-20	816000	A
USGS	07374000	2016-05-21	809000	A
USGS	07374000	2016-05-22	805000	A
USGS	07374000	2016-05-23	803000	A
USGS	07374000	2016-05-24	800000	A
USGS	07374000	2016-05-25	792000	A
USGS	07374000	2016-05-26	784000	A
USGS	07374000	2016-05-27	774000	A
USGS	07374000	2016-05-28	762000	A
USGS	07374000	2016-05-29	751000	A
USGS	07374000	2016-05-30	741000	A
USGS	07374000	2016-05-31	732000	A
USGS	07374000	2016-06-01	725000	A
USGS	07374000	2016-06-02	721000	A
USGS	07374000	2016-06-03	723000	A
USGS	07374000	2016-06-04	728000	A
USGS	07374000	2016-06-05	730000	A
USGS	07374000	2016-06-06	728000	A
USGS	07374000	2016-06-07	729000	A
USGS	07374000	2016-06-08	728000	A
USGS	07374000	2016-06-09	725000	A
USGS	07374000	2016-06-10	720000	A
USGS	07374000	2016-06-11	711000	A
USGS	07374000	2016-06-12	697000	A
USGS	07374000	2016-06-13	679000	A
USGS	07374000	2016-06-14	662000	A
USGS	07374000	2016-06-15	648000	A
USGS	07374000	2016-06-16	632000	A
USGS	07374000	2016-06-17	616000	A
USGS	07374000	2016-06-18	600000	A
USGS	07374000	2016-06-19	583000	A
USGS	07374000	2016-06-20	568000	A
USGS	07374000	2016-06-21	555000	A
USGS	07374000	2016-06-22	540000	A
USGS	07374000	2016-06-23	523000	A
USGS	07374000	2016-06-24	507000	A
USGS	07374000	2016-06-25	494000	A
USGS	07374000	2016-06-26	485000	A
USGS	07374000	2016-06-27	472000	A
USGS	07374000	2016-06-28	463000	A
USGS	07374000	2016-06-29	458000	A
USGS	07374000	2016-06-30	452000	A
USGS	07374000	2016-07-01	444000	A
USGS	07374000	2016-07-02	440000	A
USGS	07374000	2016-07-03	444000	A
USGS	07374000	2016-07-04	449000	A
USGS	07374000	2016-07-05	454000	A
USGS	07374000	2016-07-06	460000	A
USGS	07374000	2016-07-07	463000	A
USGS	07374000	2016-07-08	458000	A
USGS	07374000	2016-07-09	446000	A
USGS	07374000	2016-07-10	436000	A
USGS	07374000	2016-07-11	427000	A
USGS	07374000	2016-07-12	428000	A
USGS	07374000	2016-07-13	444000	A
USGS	07374000	2016-07-14	472000	A
USGS	07374000	2016-07-15	500000	A
USGS	07374000	2016-07-16	520000	A
USGS	07374000	2016-07-17	529000	A
USGS	07374000	2016-07-18	534000	A
USGS	07374000	2016-07-19	532000	A
USGS	07374000	2016-07-20	522000	A
USGS	07374000	2016-07-21	513000	A
USGS	07374000	2016-07-22	496000	A
USGS	07374000	2016-07-23	477000	A
USGS	07374000	2016-07-24	461000	A
USGS	07374000	2016-07-25	447000	A
USGS	07374000	2016-07-26	435000	A
USGS	07374000	2016-07-27	421000	A
USGS	07374000	2016-07-28	402000	A
USGS	07374000	2016-07-29	387000	A
USGS	07374000	2016-07-30	381000	A
USGS	07374000	2016-07-31	383000	A
USGS	07374000	2016-08-01	387000	A
USGS	07374000	2016-08-02	395000	A
USGS	07374000	2016-08-03	404000	A
USGS	07374000	2016-08-04	410000	A
USGS	07374000	2016-08-05	418000	A
USGS	07374000	2016-08-06	424000	A
USGS	07374000	2016-08-07	427000	A
USGS	07374000	2016-08-08	432000	A
USGS	07374000	2016-08-09	438000	A
USGS	07374000	2016-08-10	445000	A
USGS	07374000	2016-08-11	455000	A
USGS	07374000	2016-08-12	490000	A
USGS	07374000	2016-08-13	569000	A
USGS	07374000	2016-08-14	541000	A
USGS	07374000	2016-08-15	501000	A
USGS	07374000	2016-08-16	479000	A
USGS	07374000	2016-08-17	469000	A
USGS	07374000	2016-08-18	464000	A
USGS	07374000	2016-08-19	461000	A
USGS	07374000	2016-08-20	461000	A
USGS	07374000	2016-08-21	463000	A
USGS	07374000	2016-08-22	467000	A
USGS	07374000	2016-08-23	476000	A
USGS	07374000	2016-08-24	489000	A
USGS	07374000	2016-08-25	500000	A
USGS	07374000	2016-08-26	510000	A
USGS	07374000	2016-08-27	515000	A
USGS	07374000	2016-08-28	514000	A
USGS	07374000	2016-08-29	510000	A
USGS	07374000	2016-08-30	505000	A
USGS	07374000	2016-08-31	499000	A
USGS	07374000	2016-09-01	491000	A
USGS	07374000	2016-09-02	479000	A
USGS	07374000	2016-09-03	465000	A
USGS	07374000	2016-09-04	448000	A
USGS	07374000	2016-09-05	435000	A
USGS	07374000	2016-09-06	425000	A
USGS	07374000	2016-09-07	417000	A
USGS	07374000	2016-09-08	414000	A
USGS	07374000	2016-09-09	416000	A
USGS	07374000	2016-09-10	418000	A
USGS	07374000	2016-09-11	418000	A
USGS	07374000	2016-09-12	419000	A
USGS	07374000	2016-09-13	419000	A
USGS	07374000	2016-09-14	414000	A
USGS	07374000	2016-09-15	407000	A
USGS	07374000	2016-09-16	401000	A
USGS	07374000	2016-09-17	397000	A
USGS	07374000	2016-09-18	395000	A
USGS	07374000	2016-09-19	401000	A
USGS	07374000	2016-09-20	410000	A
USGS	07374000	2016-09-21	416000	A
USGS	07374000	2016-09-22	417000	A
USGS	07374000	2016-09-23	415000	A
USGS	07374000	2016-09-24	417000	A
USGS	07374000	2016-09-25	420000	A
USGS	07374000	2016-09-26	424000	A
USGS	07374000	2016-09-27	431000	A
USGS	07374000	2016-09-28	435000	A
USGS	07374000	2016-09-29	434000	A
USGS	07374000	2016-09-30	428000	A
USGS	07374000	2016-10-01	421000	A
USGS	07374000	2016-10-02	414000	A
